global_id,chapter,section,section_name,source_question_no,pdf_page_start,pdf_page_end,answer,question
q446,5,tf,是非題,20,95,95,X,在大多數的市場，供給價格彈性的主要決定因素是市場規模大小。
q447,5,tf,是非題,21,95,95,O,供給的價格彈性不為負值。
q448,5,tf,是非題,22,95,95,O,像書本、汽車與電視機等製造業產品，由於廠商容易變動其產量，所以它們 的供給有彈性。
q449,5,tf,是非題,23,95,95,O,當價格彈性愈大時，供給曲線愈平坦。
q450,5,tf,是非題,24,96,96,O,就一般廠商而言，供給量愈大，其供給彈性愈小，
q451,5,tf,是非題,25,96,96,X,若供給曲線是一條水平線，則價格彈性為零。
q452,5,tf,是非題,26,96,96,O,稻米新品種的出現可能使稻農的總收益減少。
q453,5,tf,是非題,27,96,96,X,一個增加農產品供給的政策可以提高農民的收入，但這是以消費者利益減少 為代價。
q454,5,tf,是非題,28,96,96,X,OPEC 之所以無法維持高油價，是因為短期的價格彈性高於長期的。
q455,5,tf,是非題,29,96,96,X,因為毒品的價格彈性大，所以加強毒品查緝在短期可能會造成與毒品有關的 犯罪增加。
q456,5,tf,是非題,30,96,96,O,加強毒品查緝雖然在短期可能會造成與毒品有關的犯罪增加，但這類的事件 在長期會減少。
q457,5,mc,單選題,1,96,96,A,"如果 ( P1 , Q1 ) = (5,10) 與 ( P2 , Q2 ) = (5,15) 這兩點位在同一條需求曲線上，則這段 需求是"
q458,5,mc,單選題,2,97,97,D,"如果 ( P1 , Q1 ) = (5,10) 與 ( P2 , Q2 ) = (10,10) 這兩點位在同一條需求曲線上，則這段 需求是"
q459,5,mc,單選題,3,97,97,A,"如果 ( P1 , Q1 ) = (5,10) 與 ( P2 , Q2 ) = (5,15) 這兩點位在同一條供給曲線上，則這段 供給是"
q460,5,mc,單選題,4,97,97,D,"如果 ( P1 , Q1 ) = (5,10) 與 ( P2 , Q2 ) = (10,10) 這兩點位在同一條供給曲線上，則這段 供給是"
q461,5,mc,單選題,5,97,97,B,"如果 ( P1 , Q1 ) = (5,20) 與 ( P2 , Q2 ) = (15,10) 這兩點位在同一條需求曲線上，則利 用中點法（midpoint method）所計算的需求價格彈性之值為"
q462,5,mc,單選題,6,97,97,C,"如果 ( P1 , Q1 ) = (5,20) 與 ( P2 , Q2 ) = (15,10) 這兩點位在同一條需求曲線上，則利 用中點法（midpoint method）計算，這段需求是"
q463,5,mc,單選題,7,98,98,B,如果不管某商品的價格如何變動，你的支出金額都一樣，則你對該商品的 需求是
q464,5,mc,單選題,8,98,98,B,如果不管汽油的價格如何變動，你每次加油的金額都一樣，則你對汽油的 需求是
q465,5,mc,單選題,9,98,98,D,如果不管某商品的價格如何變動，你的需求量都一樣，則你對該商品的 需求是
q466,5,mc,單選題,10,98,98,D,如果不管汽油的價格如何變動，你每次加油的公升數都一樣，則你對汽油的 需求是
q467,5,mc,單選題,11,99,99,A,如果某商品的價格只要些微上漲，你的需求量就降為 0，則你對該商品的 需求是
q468,5,mc,單選題,12,99,99,A,如果可口可樂的價格只要些微上漲，你就不買，則你對可口可樂的需求是
q469,5,mc,單選題,13,99,99,B,如果你對某商品的需求價格彈性是單位彈性，則你的需求量變動百分比
q470,5,mc,單選題,14,99,99,A,如果你對某商品的需求是有彈性的，則你的需求量變動百分比
q471,5,mc,單選題,15,99,99,C,如果你對某商品的需求是無彈性的，則你的需求量變動百分比
q472,5,mc,單選題,16,100,100,D,如果不管某商品的價格如何變動，某廠商的供給量都一樣，則該廠商對該商 品的供給是
q473,5,mc,單選題,17,100,100,A,如果某商品的價格只要些微下跌，某廠商的供給量就降為 0，則該廠商對該 商品的供給是
q474,5,mc,單選題,18,100,100,D,"如果 ( P1 , Q1 ) = (5,20) 與 ( P2 , Q2 ) = (15,80) 這兩點位在同一條供給曲線上，則利 用中點法（midpoint method）所計算的需求價格彈性之值為"
q475,5,mc,單選題,19,100,100,B,"如果 ( P1 , Q1 ) = (5,20) 與 ( P2 , Q2 ) = (15,80) 這兩點位在同一條供給曲線上，則利 用中點法（midpoint method）計算，這段供給是"
q476,5,mc,單選題,20,100,100,B,如果供給曲線是通過原點的直線，則線上每一點的價格彈性
q477,5,mc,單選題,21,101,101,A,如果需求曲線是一條負斜率的直線，則價格愈高時，其價格彈性
q478,5,mc,單選題,22,101,101,D,如果需求曲線是一條負斜率的直線，則此一需求曲線為
q479,5,mc,單選題,23,101,101,D,如果某商品對你而言是正常財，則在其他條件不變下，你對該商品的支出金 額占你的所得的比例，會隨你的所得增加而
q480,5,mc,單選題,24,101,101,A,如果某商品對你而言是劣等財，則在其他條件不變下，你對該商品的支出金 額占你的所得的比例，會隨你的所得減少而
q481,5,mc,單選題,25,101,101,C,對一般人而言，低價泡麵的所得彈性值
q482,5,mc,單選題,26,102,102,A,假設某商品的價格上漲 10%後，其需求量減少 3%。下列何項敘述可能適用 該商品？
q483,5,mc,單選題,27,102,102,D,假設某商品的價格上漲 3%後，其需求量減少 10%。下列何項敘述可能適用 該商品？
q484,5,mc,單選題,28,102,102,C,如果某商品的需求價格彈性值為 2，則該商品的價格上漲 10%會使其需求量
q485,5,mc,單選題,29,102,102,C,如果某商品的供給價格彈性值為 2，則該商品的價格上漲 10%會使其供給量
q486,5,mc,單選題,30,102,102,A,ε XY 是商品 X 與 Y 的交叉彈性值。如果ε XY 愈大，則代表 X 與 Y 的
q487,5,mc,單選題,31,103,103,C,ε XY 是商品 X 與 Y 的交叉彈性值，其值為負。如果ε XY 的絕對值愈大，則代 表 X 與Y 的
q488,5,mc,單選題,32,103,103,A,假設一開始某商品的市場供給曲線與長短期的市場需求曲線通過同一點。當 市場供給減少時，在其他條件不變下，該商品的
q489,5,mc,單選題,33,103,103,C,假設一開始某商品的市場需求曲線與長短期的市場供給曲線通過同一點。當 市場需求減少時，在其他條件不變下，該商品的
q490,5,mc,單選題,34,103,103,D,榖賤傷農是因為穀物的需求是
q491,5,mc,單選題,35,103,103,C,就一般廠商而言，供給量愈大，其供給彈性
q492,5,mc,單選題,36,104,104,D,下列敘述何者正確？
q493,5,mc,單選題,37,104,104,B,如果你對某商品的需求是有彈性的，則該商品的價格上漲時，你對該商品的 支出金額會
q494,5,mc,單選題,38,104,104,B,如果你對某商品的需求是無彈性的，則該商品的價格下跌時，你對該商品的 支出金額會
q495,5,mc,單選題,39,104,104,A,假設你對某商品的需求是完全無彈性的。如果該商品的價格上漲 10%，則在 其他條件不變下，你對該商品的支出金額會
q496,5,mc,單選題,40,104,105,C,"假設你對商品 1 與商品 2 原先需求的價量組合分別為 ( P1 , Q1 ) = (5,10) 與 ( P2 , Q2 ) = (5,15) ；後來變成 ( P1 , Q1 ) = (5,40) 與 ( P2 , Q2 ) = (15,5) 。你對商品 1 與商品 2 的交叉彈性值為"
q497,5,mc,單選題,41,105,105,C,上圖中的哪一條線代表有很多近似替代品的奢侈品其需求曲線？
q498,5,mc,單選題,42,105,105,A,上圖中的哪一條線代表，不管豆漿的價格為何，你每天早上都要喝一杯豆 漿？
q499,5,mc,單選題,43,105,105,B,上圖中的哪一條線代表蛋的需求曲線？
q500,5,mc,單選題,44,105,105,D,根據上表，當價格由 $10 上漲為 $12 時，利用中點法（midpoint method） 所計算的需求價格彈性之值約為
q501,5,mc,單選題,45,106,106,C,根據上表，當價格由多少變到多少時，需求的價格彈性是單位彈性？
q502,5,mc,單選題,46,106,106,C,根據上表，當價格介於 $10 與 $14 之間時，需求是
q503,5,mc,單選題,47,106,106,A,根據上圖，當價格為 P1 時，總收益為
q504,5,mc,單選題,48,106,107,A,根據上圖，如果 D 大於 A，則表示當價格介於 P1 與 P2 之間時，需求是
q505,5,mc,單選題,49,107,107,C,下列敘述何者正確？
q506,5,mc,單選題,50,107,107,B,假設豬肉對某甲而言是必需品。在其他條件不變下，某甲對豬肉的支出金額 占其所得的比例，會隨其所得增加而
q507,5,instant,即席測驗,1,107,107,A,下列何者其需求的價格彈性低？
q508,5,instant,即席測驗,2,107,107,D,如果某物的需求_____彈性_____1，則當其價格上漲時，消費者對其總支出 會減少。
q509,5,instant,即席測驗,3,107,107,D,負斜率的直線型需求曲線
q510,5,instant,即席測驗,4,108,108,C,甲城市的居民其食物支出的所得占比高於乙城市的。其可能原因為
q511,5,instant,即席測驗,5,108,108,B,某一商品的價格由 16 美元上漲為 24 美元，其供給量由 90 單位增加為 110 單位。用中點法計算，其彈性為
q512,5,instant,即席測驗,6,108,108,C,如果供給的價格彈性為零，則供給曲線
q513,5,instant,即席測驗,7,108,108,C,廠商可自由進出市場，意味著在長期
q514,5,instant,即席測驗,8,108,108,C,某一穀物的供給增加會使農民的總收益減少如果
q515,5,instant,即席測驗,9,108,108,A,在競爭市場，農民之所以會採用讓他們的收益終究會減少的新技術是因為
q516,5,instant,即席測驗,10,109,109,C,因為原油的長期需求曲線_____彈性，所以 OPEC 減少原油供給對原油價格 的長期影響_____短期影響。
q517,5,instant,即席測驗,11,109,109,B,隨著時間經過，技術進步一方面使消費者的所得增加，一方面也使智慧型 手機的價格下跌。前者在需求的所得彈性大於＿＿，且後者在需求的價格彈 性大於＿＿時，都會使消費者其智慧型手機的支出增加。
q518,5,draw_tf,繪圖是非題,1,109,109,X,在其他條件不變下，任一商品市場的總收益隨供給的增加而增加。
q519,5,draw_tf,繪圖是非題,2,110,110,O,有很多近似替代品的奢侈品，其市場的總收益隨供給增加而增加。
q520,5,draw_tf,繪圖是非題,3,110,110,X,必需品的市場總收益隨供給增加而增加。
q521,5,draw_tf,繪圖是非題,4,111,111,O,ε XY 是商品 X 與 Y 的交叉彈性值，其值為負。在其他條件不變下，當商品 Y 的 供給增加時，商品 X 的均衡價格會上升。
q522,5,draw_tf,繪圖是非題,5,111,111,X,ε XY 是商品 X 與 Y 的交叉彈性值，其值為正。在其他條件不變下，當商品 Y 的 供給增加時，商品 X 的均衡價格會上升。
q523,5,draw_tf,繪圖是非題,6,112,112,O,政府加強毒品查緝在短期可能會造成與毒品有關的犯罪增加。
q524,5,draw_tf,繪圖是非題,7,112,112,O,加強毒品查緝雖然在短期可能會造成與毒品有關的犯罪增加，但這類的事件 在長期會減少。
q525,5,draw_tf,繪圖是非題,8,113,113,O,如果商品 X 的市場需求是完全有彈性的，則總收益隨供給增加而增加。
q526,5,draw_tf,繪圖是非題,9,113,113,X,如果商品 X 的市場需求是完全無彈性的，則總收益隨供給增加而增加。
q527,5,draw_tf,繪圖是非題,10,114,114,O,如果商品 X 的市場供給是完全有彈性的，則總收益隨需求增加而增加。
q528,5,draw_tf,繪圖是非題,11,114,114,O,如果商品 X 的市場供給是完全無彈性的，則總收益隨需求增加而增加。
q529,5,draw_tf,繪圖是非題,12,115,115,X,不論是短期還是長期，OPEC 皆可藉由減少供給將油價維持在高檔。
q530,6,tf,是非題,1,116,116,O,從價格的角度來看，買者與賣者的利益是相衝突的。
q531,6,tf,是非題,2,116,116,O,法定最高售價稱為價格上限，法定最低售價稱為價格下限。
q532,6,tf,是非題,3,116,116,X,具約束力的價格上限高於均衡價格，且市場價格等於價格上限。
q533,6,tf,是非題,4,116,116,X,具約束力的價格下限低於均衡價格，且市場價格等於價格下限。
q534,6,tf,是非題,5,116,116,X,當政府在競爭市場設下具約束力的價格下限時，該市場會出現短缺現象，從 而賣者可以在眾多可能的買者中分配該商品。
q535,6,tf,是非題,6,116,116,O,雖然價格上限是為了要讓消費者買到便宜的商品，但並不是所有的消費者都 受惠於這項政策。
q536,6,tf,是非題,7,116,116,X,如果 OPEC 聯合減產而造成原油價格大漲，則會出現汽車在加油站前大排長 龍的現象。
q537,6,tf,是非題,8,116,116,X,政府對房租設上限可以提升窮人的生活水準。
q538,6,tf,是非題,9,116,116,O,房租管制所造成的短缺現象，長期比短期嚴重。
q539,6,tf,是非題,10,116,116,O,具約束力的價格下限會造成剩餘。
q540,6,tf,是非題,11,117,117,X,如果最低工資低於均衡工資水準，則勞動供給量會超過勞動需求量，從而會 有失業。
q541,6,tf,是非題,12,117,117,O,最低工資通常高於青少年勞動市場的均衡工資。
q542,6,tf,是非題,13,117,117,O,當政策制定者透過法令訂下價格時，價格便喪失了協調經濟活動的功能。
q543,6,tf,是非題,14,117,117,O,價格管制通常會傷害它們想要幫助的人。
q544,6,tf,是非題,15,117,117,O,對買者課稅與對賣者課稅所造成的影響完全一樣。
q545,6,tf,是非題,16,117,117,X,政府對買者課稅不會影響賣者的供給量。
q546,6,tf,是非題,17,117,117,X,如果政府對買者課徵每單位 T 的稅，則需求曲線會往上移 T 這麼大的幅度。
q547,6,tf,是非題,18,117,117,O,不管政府是對買者課稅還是對賣者課稅，都會使交易量減少。
q548,6,tf,是非題,19,117,117,X,如果政府對買者課稅，則買者的稅的負擔大於賣者。
q549,6,tf,是非題,20,117,117,O,課稅會造成買者支付的價格與賣者收到的價格有所差距，且這差距等於稅 額。
q550,6,tf,是非題,21,117,117,X,政府可以透過立法影響稅負歸屬。
q551,6,tf,是非題,22,117,117,O,市場供需哪一方比較無彈性，那一方的稅的負擔就比較重。
q552,6,tf,是非題,23,118,118,X,如果需求是完全有彈性的，而供給不是，則稅是由買者全部負擔。
q553,6,tf,是非題,24,118,118,O,如果勞動供給遠較勞動需求來得無彈性，則薪資稅主要是由勞工而非由廠商 負擔。
q554,6,tf,是非題,25,118,118,X,若政府對奢侈品課稅，則稅主要是由有錢人負擔。
q555,6,tf,是非題,26,118,118,O,當需求有彈性而供給無彈性時，稅主要是由賣者負擔。
q556,6,tf,是非題,27,118,118,X,當供給有彈性而需求無彈性時，稅主要是由賣者負擔。
q557,6,tf,是非題,28,118,118,O,如果供給是完全有彈性的，而需求不是，則稅是由買者全部負擔。
q558,6,tf,是非題,29,118,118,X,一個經濟體系的表現，一方面決定於需求法則，另一方面則受到政府所制定 的法律的影響。
q559,6,tf,是非題,30,118,118,O,在分析政府政策時，供給與需求是最優先且最有用的分析工具。
q560,6,tf,是非題,31,118,118,X,「一例一休」新制會使勞工的加班費收入增加。
q561,6,tf,是非題,32,118,118,X,「一例一休」新制會使勞工的加班費收入減少。
q562,6,tf,是非題,33,118,118,O,在短期，「一例一休」新制對勞工加班費收入的影響決定於勞動市場的需求 彈性。
q563,6,tf,是非題,34,119,119,X,在短期，「一例一休」新制對勞工加班費收入的影響決定於勞動市場的供給 彈性。
q564,6,mc,單選題,1,119,119,B,在政府沒有管制的競爭市場裡，
q565,6,mc,單選題,2,119,119,A,法定最高售價稱為
q566,6,mc,單選題,3,119,119,B,法定最低售價稱為
q567,6,mc,單選題,4,119,119,B,如果價格上限不具約束力，則
q568,6,mc,單選題,5,119,120,A,如果價格下限不具約束力，則
q569,6,mc,單選題,6,120,120,C,如果價格上限要具約束力，則
q570,6,mc,單選題,7,120,120,A,如果價格下限要具約束力，則
q571,6,mc,單選題,8,120,120,A,如果價格上限具約束力，則
q572,6,mc,單選題,9,120,120,B,如果價格下限具約束力，則
q573,6,mc,單選題,10,120,120,B,如果價格上限具約束力，則
q574,6,mc,單選題,11,121,121,A,如果價格下限具約束力，則
q575,6,mc,單選題,12,121,121,A,如果政府解除具約束力的價格上限，則
q576,6,mc,單選題,13,121,121,D,如果政府解除價格上限，則
q577,6,mc,單選題,14,121,121,B,如果政府解除具約束力的價格下限，則
q578,6,mc,單選題,15,121,121,D,如果政府解除價格下限，則
q579,6,mc,單選題,16,121,122,A,下列何者屬價格上限？
q580,6,mc,單選題,17,122,122,D,如果價格上限具約束力，則其實施對
q581,6,mc,單選題,18,122,122,B,如果價格下限具約束力，則其實施對
q582,6,mc,單選題,19,122,122,D,當政府在競爭市場設下具約束力的價格上限時，
q583,6,mc,單選題,20,122,122,D,當 OPEC 聯合減產時，在其他條件不變下，
q584,6,mc,單選題,21,122,122,B,當政府對汽油設下具約束力的價格上限時，在其他條件不變下，
q585,6,mc,單選題,22,123,123,C,當政府對汽油設下具約束力的價格上限時，在其他條件不變下，
q586,6,mc,單選題,23,123,123,D,當政府實施具約束力的房租管制時，在其他條件不變下，
q587,6,mc,單選題,24,123,123,C,當政府實施具約束力的房租管制時，
q588,6,mc,單選題,25,123,123,B,當政府實施具約束力的最低工資時，在其他條件不變下，
q589,6,mc,單選題,25,123,123,C,當政府實施具約束力的最低工資時，在其他條件不變下，
q590,6,mc,單選題,26,124,124,C,當政府實施具約束力的最低工資時，
q591,6,mc,單選題,27,124,124,A,根據上表，下列何者會是具約束力的價格上限？
q592,6,mc,單選題,28,124,124,D,根據上表，下列何者會是具約束力的價格下限？
q593,6,mc,單選題,29,124,124,C,根據上表，下列敘述何者正確？
q594,6,mc,單選題,30,124,124,C,根據上表，當政府設下$2 的價格上限時，市場會有
q595,6,mc,單選題,31,125,125,A,根據上表，當政府設下$2 的價格下限時，市場會有多少單位的剩餘？
q596,6,mc,單選題,32,125,125,B,下列敘述何者正確？
q597,6,mc,單選題,33,125,125,D,如果國會通過的法案規定，薪資稅由廠商與勞工各負擔一半，則實際的薪資 稅
q598,6,mc,單選題,34,125,125,D,根據上圖，在政府課稅後，買者支付的價格為
q599,6,mc,單選題,35,126,126,A,根據上圖，在政府課稅後，賣者收到的價格為
q600,6,mc,單選題,36,126,126,D,根據上圖，每單位的稅額為
q601,6,mc,單選題,37,126,126,B,根據上圖，就每單位的稅的負擔而言，下列敘述何者正確？
q602,6,mc,單選題,38,126,126,B,根據上圖，政府的稅收金額為
q603,6,mc,單選題,39,126,126,D,根據上圖，在政府課稅後，買者支付的價格為
q604,6,mc,單選題,40,126,126,C,根據上圖，在政府課稅後，賣者收到的價格為
q605,6,mc,單選題,41,127,127,B,根據上圖，每單位的稅額為
q606,6,mc,單選題,42,127,127,C,根據上圖，就每單位的稅的負擔而言，下列敘述何者正確？
q607,6,mc,單選題,43,127,127,B,根據上圖，政府的稅收金額為
q608,6,mc,單選題,44,127,127,D,上圖中 A 點與 B 點的距離為每單位的稅額。根據上圖，在政府課稅後，買 者支付的價格為
q609,6,mc,單選題,45,127,127,B,上圖中 A 點與 B 點的距離為每單位的稅額。根據上圖，在政府課稅後，賣 者收到的價格為
q610,6,mc,單選題,46,128,128,C,根據上圖，就每單位的稅的負擔而言，下列敘述何者正確？
q611,6,mc,單選題,47,128,128,C,根據上圖，如果政府課徵每單位 $2 的稅，則新的均衡數量
q612,6,mc,單選題,48,128,128,B,根據上圖，在政府課徵每單位 $2 的稅之後，賣者收到的價格為
q613,6,mc,單選題,49,128,128,C,根據上圖，在政府課徵每單位 $2 的稅之後，買者支付的價格為
q614,6,mc,單選題,50,129,129,B,根據上圖，在政府課徵每單位 $2 的稅之後，就每單位的稅的負擔而言，下 列敘述何者正確？
q615,6,mc,單選題,51,129,129,B,在下列何種情況下，「一例一休」新制會使勞工的加班費收入增加？
q616,6,mc,單選題,52,129,129,A,在下列何種情況下，「一例一休」新制會使勞工的加班費收入減少？
q617,6,mc,單選題,53,129,129,C,「一例一休」新制會使勞工的
q618,6,instant,即席測驗,1,129,129,D,當政府設下具約束力的價格下限時，它會造成
q619,6,instant,即席測驗,2,130,130,D,當政府提高具約束力的價格上限時，
q620,6,instant,即席測驗,3,130,130,A,房租管制會造成_____期有較大的剩餘幅度，因為隨著時間經過，供給與需 求都變得_____彈性。
q621,6,instant,即席測驗,4,130,130,C,如果_____的價格彈性_____於 1，則最低工資上調會讓受到影響的勞工們其 新資總額減少。
q622,6,instant,即席測驗,5,130,130,A,對某商品的買者課每單位 1 元的稅，等同於
q623,6,instant,即席測驗,6,130,130,D,當一商品被課稅時，稅主要是由買者負擔，如果
q624,6,instant,即席測驗,7,130,130,C,下列何者會使供給量增加，需求量減少，且買者付的價格上升？
q625,6,instant,即席測驗,8,131,131,B,下列何者會使供給量增加，需求量增加，且買者付的價格下跌？
q626,6,draw_tf,繪圖是非題,1,131,131,X,當政府在競爭市場設下具約束力的價格下限時，該市場會出現短缺現象。
q627,6,draw_tf,繪圖是非題,2,131,131,X,當政府在競爭市場設下具約束力的價格上限時，該市場會出現過剩現象。
q628,6,draw_tf,繪圖是非題,3,132,132,X,當政府在競爭市場設價格下限時，該市場會出現過剩現象。
q629,6,draw_tf,繪圖是非題,4,132,132,X,當政府在競爭市場設價格上限時，該市場會出現短缺現象。
q630,6,draw_tf,繪圖是非題,5,133,133,O,房租管制所造成的短缺現象，長期比短期嚴重。
q631,6,draw_tf,繪圖是非題,6,133,133,O,如果最低工資高於均衡工資水準，則會有失業。
q632,6,draw_tf,繪圖是非題,7,134,134,X,如果政府對買者課稅，則買者的稅的負擔大於賣者。
q633,6,draw_tf,繪圖是非題,8,135,135,X,如果需求是完全有彈性的，而供給不是，則稅是由買者全部負擔。
q634,6,draw_tf,繪圖是非題,9,135,135,O,如果勞動供給遠較勞動需求來得無彈性，則薪資稅主要是由勞工而非由廠商 負擔。
q635,6,draw_tf,繪圖是非題,10,136,136,X,若政府對奢侈品課稅，則稅主要是由有錢人負擔。
q636,6,draw_tf,繪圖是非題,11,136,136,X,當供給有彈性而需求無彈性時，稅主要是由賣者負擔。
q637,6,draw_tf,繪圖是非題,12,137,137,X,如果供給是完全無彈性的，而需求不是，則稅是由買者全部負擔。
q638,6,draw_tf,繪圖是非題,13,137,137,O,在一般情況下，課稅導致市場總收益減少。
q639,6,draw_tf,繪圖是非題,14,138,138,X,在一般情況下，課稅導致市場總支出減少。
q640,6,draw_tf,繪圖是非題,15,138,138,O,"政府在競爭市場不論設下具約束力的價格上限或下限，市場交易量均會小於 均衡數量。
."
q641,6,draw_tf,繪圖是非題,16,139,139,O,大多數經濟學家認為薪資稅主要是由勞工而非由廠商負擔。
q642,6,draw_tf,繪圖是非題,17,139,139,O,在其他條件不變下，當具約束力的最低工資上調時，失業會增加。
q643,6,draw_tf,繪圖是非題,18,140,140,X,稅負歸屬取決於被課稅的對象。
q644,6,draw_tf,繪圖是非題,19,141,141,X,「一例一休」新制會使勞工的加班費收入增加。
q645,7,tf,是非題,1,142,142,O,在一般情況下，讓市場自由運作，可使買賣雙方合起來的利益達到最大。
q646,7,tf,是非題,2,142,142,X,消費者與生產者都以社會福利達到最大為目標。
q647,7,tf,是非題,3,142,142,O,消費者剩餘等於買者對一商品所願意付的金額減去他實際支付的金額。
q648,7,tf,是非題,4,142,142,X,價格以下及需求曲線以上所圍成的面積衡量市場的消費者剩餘。
q649,7,tf,是非題,5,142,142,O,由於消費者剩餘等於買者購買商品所願支付的最高金額減去實際支付的金 額，因此，消費者剩餘是一個衡量消費者經濟福祉的良好指標。
q650,7,tf,是非題,6,142,142,X,在任何情況下，政策制定者都會關心消費者剩餘。
q651,7,tf,是非題,7,142,142,X,給定任一數量，該數量所對應的需求曲線的高度反映所有買者的平均支付意 願。
q652,7,tf,是非題,8,142,142,O,生產者剩餘等於賣者收到的金額減去其生產成本；生產者剩餘衡量生產者參 與市場的利益。
q653,7,tf,是非題,9,142,142,O,供給曲線的高度反映邊際賣者的成本。
q654,7,tf,是非題,10,142,142,X,邊際賣者是指如果價格微幅上升，會率先離開市場的賣者。
q655,7,tf,是非題,11,143,143,X,價格以上和供給曲線以下的面積衡量市場的生產者剩餘。
q656,7,tf,是非題,12,143,143,X,消費者剩餘與生產者剩餘是經濟學家用來探討買者與賣者之差異的兩個基 本工具。
q657,7,tf,是非題,13,143,143,O,總剩餘是衡量整個社會福利水準的一個指標。
q658,7,tf,是非題,14,143,143,O,市場的總剩餘等於買者支付意願的總和減去生產者的成本總和。
q659,7,tf,是非題,15,143,143,X,如果資源的配置結果使總剩餘達到最大，我們稱該配置是公平的。
q660,7,tf,是非題,16,143,143,X,如果一項商品並未由成本最低的賣者生產，則該配置是無效率的。同樣地， 如果一項商品並未由支付意願最低的買者消費，則該配置也是無效率的。
q661,7,tf,是非題,17,143,143,X,供給曲線與需求曲線在均衡點右邊所圍成的面積代表市場的總剩餘。
q662,7,tf,是非題,18,143,143,X,自由市場將商品的需求分配給支付意願最高的那些買者。
q663,7,tf,是非題,19,143,143,O,自由市場將商品的需求分配給生產成本最低的那些賣者。
q664,7,tf,是非題,20,143,143,O,如果市場均衡下的資源配置是有效率的，則仁慈的社會計畫者可以採取自由 放任的政策。
q665,7,tf,是非題,21,143,143,X,仁慈的社會計畫者可以不靠市場力量達成資源的效率配置。
q666,7,tf,是非題,22,143,143,X,讓市場自由運作，在大多數的情況下是公平的，但結果往往也是無效率的。
q667,7,tf,是非題,23,144,144,X,很多經濟學家相信，允許器官自由交易會造成社會福利的損失。
q668,7,tf,是非題,24,144,144,X,在市場經濟，人們用「腳」投票。
q669,7,tf,是非題,25,144,144,O,那隻看不見的手不一定能引導市場達到使買者與賣者合起來的總利益最大 的均衡狀態。
q670,7,tf,是非題,26,144,144,X,當單一的買者或賣者（或是一小群的買者或賣者）有能力控制市場價格時， 市場結果雖是不公平的，但卻是有效率的。
q671,7,tf,是非題,27,144,144,O,當外部性存在時，讓市場自由運作，並無法使社會總剩餘達到最大。
q672,7,tf,是非題,28,144,144,X,當政治失靈時，公共政策可能可以解決市場無效率的問題。
q673,7,tf,是非題,29,144,144,X,市場失靈是市場無法公平地分配資源的現象。
q674,7,tf,是非題,30,144,144,O,市場影響力與外部性都是市場失靈的例子。
q675,7,mc,單選題,1,144,144,C,福利經濟學研究
q676,7,mc,單選題,2,145,145,D,如果沒有市場失靈，則在均衡價格下
q677,7,mc,單選題,3,145,145,A,消費者剩餘等於
q678,7,mc,單選題,4,145,145,C,根據上表，如果價格為 $15，則誰願意購買該產品？
q679,7,mc,單選題,5,145,145,D,根據上表，如果價格為 $51，則誰願意購買該產品
q680,7,mc,單選題,6,145,145,C,根據上表，如果價格為 $18，則他們四個人合起來的消費者剩餘為
q681,7,mc,單選題,7,146,146,D,根據上表，如果價格由 $18 漲至 $20，則誰的消費者剩餘減少最多？
q682,7,mc,單選題,8,146,146,B,根據上表，如果只有 1 單位產品且歸於出價最高者，則此時他們四個人合起 來的消費者剩餘接近
q683,7,mc,單選題,9,146,146,C,根據上表，如果只有 2 單位產品且歸於出價最高者，則此時他們四個人合起 來的消費者剩餘接近
q684,7,mc,單選題,10,146,146,C,上表顯示阿珠、阿花與阿桃對橘子的支付意願。根據上表，如果每顆橘子價 格為 $1.20，則她們三個人合起來的需求量為
q685,7,mc,單選題,11,146,146,D,根據上表，如果她們三個人合起來的需求量為 5 顆，則每顆橘子價格 P 的範 圍為
q686,7,mc,單選題,12,146,147,C,根據上表，如果價格為每顆橘子 $1.20，則她們三個人合起來的消費者剩餘 為
q687,7,mc,單選題,13,147,147,B,根據上表，如果每顆橘子價格由 $0.70 漲至 $1.40，則她們三個人合起來的 消費者剩餘
q688,7,mc,單選題,14,147,147,D,根據上表，如果價格由 $1.05 跌至 $0.75，則誰的消費者剩餘增加最多？
q689,7,mc,單選題,15,147,147,D,如果颱風重創金門的高梁田，則在其他條件不變下，高梁市場的消費者剩餘
q690,7,mc,單選題,16,147,147,D,如果某商品的單價為 $15，且某消費者買了 1 單位後有 $5 的消費者剩餘， 則該消費者的支付意願為
q691,7,mc,單選題,17,147,147,B,如果某消費者對 1 單位某商品的支付意願等於該商品的價格，則就該單位而 言，該消費者的消費者剩餘為
q692,7,mc,單選題,18,148,148,A,下列何者會使某商品的消費者剩餘增加？
q693,7,mc,單選題,19,148,148,D,根據上圖，如果價格由 p1 跌至 p 2 ，則消費者剩餘增加
q694,7,mc,單選題,20,148,148,C,根據上圖，如果價格由 p 2 漲至 p1 ，則下列何者為離開市場之買者其消費者 剩餘減少的部分
q695,7,mc,單選題,21,148,148,C,消費者剩餘為
q696,7,mc,單選題,22,149,149,C,生產者剩餘為
q697,7,mc,單選題,23,149,149,B,生產者剩餘等於
q698,7,mc,單選題,24,149,149,B,根據上表，如果價格為 $125，則誰願意銷售該產品？
q699,7,mc,單選題,25,149,149,D,根據上表，如果價格為 $49，則誰願意銷售該產品
